"DateTime";"XBOX";"PS";"PC"
"2020-07-16 00:00:00";162000;170293;227231
"2020-07-17 00:00:00";152735;163132;233476
"2020-07-18 00:00:00";140281;151778;202643
"2020-07-19 00:00:00";137229;145140;197944
"2020-07-20 00:00:00";143081;150911;204000
"2020-07-21 00:00:00";140486;152173;214769
"2020-07-22 00:00:00";139355;149913;203412
"2020-07-23 00:00:00";142966;152902;214545
"2020-07-24 00:00:00";141536;157588;217357
"2020-07-25 00:00:00";152414;160043;224214
"2020-07-26 00:00:00";151871;161326;221000
"2020-07-27 00:00:00";157171;162772;232688
"2020-07-28 00:00:00";152360;164311;226429
"2020-07-29 00:00:00";146720;156722;232158
"2020-07-30 00:00:00";149792;162151;232667
"2020-07-31 00:00:00";149583;171095;244429
"2020-08-01 00:00:00";153684;169625;233000
"2020-08-02 00:00:00";153389;166818;233500
"2020-08-03 00:00:00";154704;167023;227056
"2020-08-04 00:00:00";145500;162333;232111
"2020-08-05 00:00:00";142500;155108;220769
"2020-08-06 00:00:00";145952;161718;238400
"2020-08-07 00:00:00";149200;163222;234900
"2020-08-08 00:00:00";148733;161778;247167
"2020-08-09 00:00:00";151217;162310;233929
"2020-08-10 00:00:00";154714;165265;228400
"2020-08-11 00:00:00";151133;167467;246625
"2020-08-12 00:00:00";153300;164545;243091
"2020-08-13 00:00:00";155118;172132;247625
"2020-08-14 00:00:00";157500;171552;256667
"2020-08-15 00:00:00";146000;161259;236250
"2020-08-16 00:00:00";147895;156242;230700
"2020-08-17 00:00:00";147533;156452;230700
"2020-08-18 00:00:00";144923;151586;248800
"2020-08-19 00:00:00";135400;145783;232500
"2020-08-20 00:00:00";137533;147310;226500
"2020-08-21 00:00:00";133938;147037;230571
"2020-08-22 00:00:00";131600;139848;239300
"2020-08-23 00:00:00";128455;137462;228571
"2020-08-24 00:00:00";132214;139235;218900
"2020-08-25 00:00:00";129438;130031;216455
"2020-08-26 00:00:00";121160;129588;226444
"2020-08-27 00:00:00";126667;137077;212000
"2020-08-28 00:00:00";127786;135033;211556
"2020-08-29 00:00:00";117667;128190;213000
"2020-08-30 00:00:00";118125;129407;207000
"2020-08-31 00:00:00";117750;134769;209625
"2020-09-01 00:00:00";117500;132407;210800
"2020-09-02 00:00:00";116000;131680;204455
"2020-09-03 00:00:00";123200;138583;217167
"2020-09-04 00:00:00";129059;138758;211273
"2020-09-05 00:00:00";118583;131750;212800
"2020-09-06 00:00:00";122688;129303;213000
"2020-09-07 00:00:00";126824;135647;207385
"2020-09-08 00:00:00";124737;133879;195813
"2020-09-09 00:00:00";129850;134182;198000
"2020-09-10 00:00:00";131409;140242;205944
"2020-09-11 00:00:00";133466;141891;203477
"2020-09-12 00:00:00";146281;147125;209625
"2020-09-13 00:00:00";139000;144070;215286
"2020-09-14 00:00:00";149259;150738;220333
"2020-09-15 00:00:00";147636;153077;234667
"2020-09-16 00:00:00";148625;154030;235800
"2020-09-17 00:00:00";151824;155759;257545
"2020-09-18 00:00:00";154714;161969;262700
"2020-09-19 00:00:00";154933;163000;258200
"2020-09-20 00:00:00";156154;161500;255500
"2020-09-21 00:00:00";161684;162139;257692
"2020-09-22 00:00:00";165000;172600;308500
"2020-09-23 00:00:00";166520;166950;305400
"2020-09-24 00:00:00";165789;177032;307167
"2020-09-25 00:00:00";171944;181867;298875
"2020-09-26 00:00:00";179050;187923;309000
"2020-09-27 00:00:00";185053;187862;312588
"2020-09-28 00:00:00";193333;197069;304591
"2020-09-29 00:00:00";184050;202222;331579
"2020-09-30 00:00:00";0;0;0
